order_no,slug,bolum,alt_bolum,kayit_turu,ekleyen,baslik,aciklama,url,file_id,dosya_tipi,mime_type,gizlilik,public_import,import_onerisi,etiketler,source_path,status
137,marketing-content-videolar-caddeye-in-30s-mp4,Marketing,Content / Videolar,Link,UBT,caddeye-in-30s.mp4,Caddeye giriş veya tanıtım amacıyla hazırlanmış 30 saniyelik video dosyasıdır.,https://drive.google.com/file/d/1dO6MBnvkIoy6Negs3m2fqyWXQcNGXV0m/view?usp=drivesdk,1dO6MBnvkIoy6Negs3m2fqyWXQcNGXV0m,MP4 video,video/mp4,public,True,IMPORT_PUBLIC_DB,"content,video,audio,cadde",MARKETING / CONTENT / VİDEOLAR,active
138,marketing-content-videolar-caddeye-in-thumbnail-png,Marketing,Content / Videolar,Link,UBT,caddeye-in-thumbnail.png,Caddeye giriş videosu için hazırlanmış thumbnail görselidir.,https://drive.google.com/file/d/1kwgw4usJx6xx66WpvONTw-W2sHCO1_ih/view?usp=drivesdk,1kwgw4usJx6xx66WpvONTw-W2sHCO1_ih,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"content,video,audio,cadde",MARKETING / CONTENT / VİDEOLAR,active
139,marketing-content-videolar-pulse-bed-wav,Marketing,Content / Videolar,Link,UBT,pulse_bed.wav,Video veya ses çalışması için kullanılan pulse bed arka plan ses dosyasıdır.,https://drive.google.com/file/d/1PdvpBgKPGb4bCCu4PPTYpgHgLBhUjsUB/view?usp=drivesdk,1PdvpBgKPGb4bCCu4PPTYpgHgLBhUjsUB,WAV audio,audio/wav,public,True,IMPORT_PUBLIC_DB,"content,video,audio,cadde",MARKETING / CONTENT / VİDEOLAR,active
140,marketing-content-videolar-voiceover-aiff,Marketing,Content / Videolar,Link,UBT,voiceover.aiff,Video veya tanıtım içeriği için hazırlanmış voiceover ses dosyasıdır.,https://drive.google.com/file/d/1F2qhZO_SQP79BjrLLK3pDS5SJrqAWQJn/view?usp=drivesdk,1F2qhZO_SQP79BjrLLK3pDS5SJrqAWQJn,AIFF audio,audio/aiff,public,True,IMPORT_PUBLIC_DB,"content,video,audio,cadde",MARKETING / CONTENT / VİDEOLAR,active
141,marketing-content-video-frame-kontrol-frame-28-png,Marketing,Content / Video Frame Kontrol,Link,UBT,frame_28.png,Video kontrolü için dışa aktarılmış frame görselidir.,https://drive.google.com/file/d/1UOcCUrmPWz2vG_VsVIYG5s011KtA4HXb/view?usp=drivesdk,1UOcCUrmPWz2vG_VsVIYG5s011KtA4HXb,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"video,frame,check",MARKETING / CONTENT / VİDEOLAR / check_frames,active
142,marketing-content-video-frame-kontrol-frame-22-png,Marketing,Content / Video Frame Kontrol,Link,UBT,frame_22.png,Video kontrolü için dışa aktarılmış frame görselidir.,https://drive.google.com/file/d/1MG0h2w6QgURKVuuZh7fz6Q718ZkeXn6w/view?usp=drivesdk,1MG0h2w6QgURKVuuZh7fz6Q718ZkeXn6w,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"video,frame,check",MARKETING / CONTENT / VİDEOLAR / check_frames,active
143,marketing-content-video-frame-kontrol-frame-2-png,Marketing,Content / Video Frame Kontrol,Link,UBT,frame_2.png,Video kontrolü için dışa aktarılmış frame görselidir.,https://drive.google.com/file/d/17I7WCbA03P2whhBgwJQB8G7xb0fjyvoq/view?usp=drivesdk,17I7WCbA03P2whhBgwJQB8G7xb0fjyvoq,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"video,frame,check",MARKETING / CONTENT / VİDEOLAR / check_frames,active
144,marketing-content-video-frame-kontrol-frame-8-png,Marketing,Content / Video Frame Kontrol,Link,UBT,frame_8.png,Video kontrolü için dışa aktarılmış frame görselidir.,https://drive.google.com/file/d/182emWRLOIE8J1q2FJYQuAClugBl4XSRX/view?usp=drivesdk,182emWRLOIE8J1q2FJYQuAClugBl4XSRX,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"video,frame,check",MARKETING / CONTENT / VİDEOLAR / check_frames,active
145,marketing-content-video-frame-kontrol-frame-14-png,Marketing,Content / Video Frame Kontrol,Link,UBT,frame_14.png,Video kontrolü için dışa aktarılmış frame görselidir.,https://drive.google.com/file/d/1P8DFAu2G-c4Ab6az2kuwJzeYqFCe8jIM/view?usp=drivesdk,1P8DFAu2G-c4Ab6az2kuwJzeYqFCe8jIM,PNG görsel,image/png,internal,False,IMPORT_INTERNAL_DB,"video,frame,check",MARKETING / CONTENT / VİDEOLAR / check_frames,active
146,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-14-52-18-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 14.52.18.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1bmMfgCmdzC-xl9TWQET9APh0z4KfHsMn/view?usp=drivesdk,1bmMfgCmdzC-xl9TWQET9APh0z4KfHsMn,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
147,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-3a8r5g3a8r5g3a8r-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_3a8r5g3a8r5g3a8r.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/159_1gvTPyoupVVdOkmCVpNqEvI7nIlnW/view?usp=drivesdk,159_1gvTPyoupVVdOkmCVpNqEvI7nIlnW,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
148,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-s93irfs93irfs93i-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_s93irfs93irfs93i.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1G7dHezT2qXClnXknsWXypXw-bT09QFo-/view?usp=drivesdk,1G7dHezT2qXClnXknsWXypXw-bT09QFo-,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
149,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-l2nb7nl2nb7nl2nb-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_l2nb7nl2nb7nl2nb.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1UsijijCYRHZh9BTZB3Ibq0isl7fXewmy/view?usp=drivesdk,1UsijijCYRHZh9BTZB3Ibq0isl7fXewmy,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
150,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-e0dmere0dmere0dm-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_e0dmere0dmere0dm.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1KXKCsIZK-Zr_JOaGq8v8OtFSTiqTqxO1/view?usp=drivesdk,1KXKCsIZK-Zr_JOaGq8v8OtFSTiqTqxO1,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
151,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-18-20-54-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 18.20.54.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1WtJLrlg5bBv442xP0d2nZ_q2AhcybFM4/view?usp=drivesdk,1WtJLrlg5bBv442xP0d2nZ_q2AhcybFM4,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
152,marketing-content-postlar-ve-gorsel-malzemeler-vize-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Vize.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1zhL7xf2oslay_WBHb8mDDbc6SXATn1gV/view?usp=drivesdk,1zhL7xf2oslay_WBHb8mDDbc6SXATn1gV,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
153,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-04-23-at-14-16-12-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-04-23 at 14.16.12.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/12uLfaO9hUykcIxmIhfR6i5vtRwyX-3X0/view?usp=drivesdk,12uLfaO9hUykcIxmIhfR6i5vtRwyX-3X0,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
154,marketing-content-postlar-ve-gorsel-malzemeler-instagram-reels-metni-mayis03-docx,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Instagram Reels Metni-Mayıs03.docx,Mayıs ayı Instagram Reels metni için hazırlanmış içerik dokümanıdır.,https://docs.google.com/document/d/1PmG45vi8IA8MqVjLZKttQhAk65mT9Dit/edit?usp=drivesdk&rtpof=true&sd=true,1PmG45vi8IA8MqVjLZKttQhAk65mT9Dit,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,internal,False,IMPORT_INTERNAL_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
155,marketing-content-postlar-ve-gorsel-malzemeler-4-vision-you-tube-katilim-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,4 Vision You Tube katılım.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1NpKFxMiyPZs2enCvdL0OE7TzyuAUKNUi/view?usp=drivesdk,1NpKFxMiyPZs2enCvdL0OE7TzyuAUKNUi,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
156,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-a3s392a3s392a3s3-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_a3s392a3s392a3s3.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/17xQ75jzt_GklgvKej67j1mRQlIU9gsox/view?usp=drivesdk,17xQ75jzt_GklgvKej67j1mRQlIU9gsox,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
157,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-14-52-57-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 14.52.57.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1KVRH1_xBeaKAqHNUyQKhwWfMEqPfUvF8/view?usp=drivesdk,1KVRH1_xBeaKAqHNUyQKhwWfMEqPfUvF8,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
158,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-18-58-41-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 18.58.41.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1QF8J42R98S5-Ke_4Uqestnp4DLDHbXok/view?usp=drivesdk,1QF8J42R98S5-Ke_4Uqestnp4DLDHbXok,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
159,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-212wjo212wjo212w-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_212wjo212wjo212w.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1EuExPr19byPEMZzQk5wW4iTb6VVC2kkK/view?usp=drivesdk,1EuExPr19byPEMZzQk5wW4iTb6VVC2kkK,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
160,marketing-content-postlar-ve-gorsel-malzemeler-dijital-pazarlama-xlsx,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Dijital Pazarlama.xlsx,Dijital pazarlama içerikleri veya kampanya takibi için kullanılan tablo dosyasıdır.,https://docs.google.com/spreadsheets/d/1RCZljdAhL82rUXY50uItwIt3hW8WHvze/edit?usp=drivesdk&rtpof=true&sd=true,1RCZljdAhL82rUXY50uItwIt3hW8WHvze,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,internal,False,IMPORT_INTERNAL_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
161,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-masob2masob2maso-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_masob2masob2maso.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1lzH1y6ri7QWEtQ93LVuDH8CnpvB_LZcu/view?usp=drivesdk,1lzH1y6ri7QWEtQ93LVuDH8CnpvB_LZcu,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
162,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-qjjmvgqjjmvgqjjm-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_qjjmvgqjjmvgqjjm.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/11fG_fT004gaqv-_ewoPEh-ShkdQyZG5N/view?usp=drivesdk,11fG_fT004gaqv-_ewoPEh-ShkdQyZG5N,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
163,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-mbntkgmbntkgmbnt-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_mbntkgmbntkgmbnt.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/17-dt6sUcpTR7lKVPjGOhCy4Yqctuk7HN/view?usp=drivesdk,17-dt6sUcpTR7lKVPjGOhCy4Yqctuk7HN,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
164,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-b01nbb01nbb01nbb-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_b01nbb01nbb01nbb.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1KPZiN9-rEqhEgoGYAJ9fie_luJsJmL4F/view?usp=drivesdk,1KPZiN9-rEqhEgoGYAJ9fie_luJsJmL4F,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
165,marketing-content-postlar-ve-gorsel-malzemeler-founding-1000-pdf,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Founding 1000.pdf,Founding 1000 kampanyası için hazırlanmış PDF görsel veya sunum materyalidir.,https://drive.google.com/file/d/1Vj4DWXl7Tlf86SfIbzkhipuqme7pSwcU/view?usp=drivesdk,1Vj4DWXl7Tlf86SfIbzkhipuqme7pSwcU,PDF,application/pdf,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
166,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-s27mt0s27mt0s27m-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_s27mt0s27mt0s27m.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1JKMRIwjrG_4X9E6DMqV6viYWDVKonUYl/view?usp=drivesdk,1JKMRIwjrG_4X9E6DMqV6viYWDVKonUYl,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
167,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-15-22-36-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 15.22.36.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/12SswLtGQpGUbrtt1PgIXtz4t4otahPUU/view?usp=drivesdk,12SswLtGQpGUbrtt1PgIXtz4t4otahPUU,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
168,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-cckhhwcckhhwcckh-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_cckhhwcckhhwcckh.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1Yt-wPndiYyDkvz9LYsT6Ry1gdI8Ib14V/view?usp=drivesdk,1Yt-wPndiYyDkvz9LYsT6Ry1gdI8Ib14V,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
169,marketing-content-postlar-ve-gorsel-malzemeler-gemini-generated-image-6o0ma26o0ma26o0m-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Gemini_Generated_Image_6o0ma26o0ma26o0m.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1NeDuiT4KG8xflrCUNgOHzC0nXENo4HGw/view?usp=drivesdk,1NeDuiT4KG8xflrCUNgOHzC0nXENo4HGw,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
170,marketing-content-postlar-ve-gorsel-malzemeler-repost-post-insta-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Repost Post Insta.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1hX8p2bo6ckgDzlzMUJlfG6_qABIp6754/view?usp=drivesdk,1hX8p2bo6ckgDzlzMUJlfG6_qABIp6754,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
171,marketing-content-postlar-ve-gorsel-malzemeler-bos-post-insta-li-nkedi-n-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,BOS POST-INSTA-LİNKEDİN.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1j3Cop0D-CUeitNASR3Znt9sJ-H0Vte46/view?usp=drivesdk,1j3Cop0D-CUeitNASR3Znt9sJ-H0Vte46,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
172,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-18-22-29-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 18.22.29.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1yytBojbR3ZSIkZw23YqxpgQC1t0SkrXh/view?usp=drivesdk,1yytBojbR3ZSIkZw23YqxpgQC1t0SkrXh,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
173,marketing-content-postlar-ve-gorsel-malzemeler-founding1000-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Founding1000.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1Lo_lLRYevL-9doAVdfZIMfXPnjNq0RMC/view?usp=drivesdk,1Lo_lLRYevL-9doAVdfZIMfXPnjNq0RMC,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
174,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-19-01-52-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 19.01.52.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/19OT_Vi3lRcC7RctpyCKucE3KRmfq3tEW/view?usp=drivesdk,19OT_Vi3lRcC7RctpyCKucE3KRmfq3tEW,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
175,marketing-content-postlar-ve-gorsel-malzemeler-screenshot-2026-05-01-at-18-19-50-png,Marketing,Content / Postlar ve Görsel Malzemeler,Link,UBT,Screenshot 2026-05-01 at 18.19.50.png,"Instagram, LinkedIn veya kampanya içerikleri için kullanılan sosyal medya görseli ya da içerik dosyasıdır.",https://drive.google.com/file/d/1Qewb9mDsK5Uvpbbu9zdOo5Lr6BRrbKVo/view?usp=drivesdk,1Qewb9mDsK5Uvpbbu9zdOo5Lr6BRrbKVo,PNG görsel,image/png,public,True,IMPORT_PUBLIC_DB,"sosyal medya,post,görsel,content",MARKETING / CONTENT / POSTLAR-GÖRSEL MALZEMELER,active
176,guvenlik-moderasyon-corteqs-uyelik-moderasyon-ve-risk-bayraklari-docx,Güvenlik,Moderasyon,Link,UBT,CorteQS_Uyelik_Moderasyon_ve_Risk_Bayraklari.docx,"Üyelik, moderasyon ve risk bayrakları için güvenlik kurallarını içeren dokümandır.",https://docs.google.com/document/d/1mR3d4zLoaCFnQKy58GPmuWwzBlrP08dm/edit?usp=drivesdk&rtpof=true&sd=true,1mR3d4zLoaCFnQKy58GPmuWwzBlrP08dm,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"güvenlik,moderasyon,risk",Güvenlik / Moderasyon,active
177,guvenlik-gorusme-notlari-mehmet-ozturk-icbc-cto-guvenli-k-sohbeti-docx,Güvenlik,Görüşme Notları,Link,UBT,MEHMET ÖZTÜRK_ICBC CTO GÜVENLİK SOHBETİ.docx,Güvenlik perspektifiyle yapılmış görüşme veya danışma notlarını içeren dokümandır.,https://docs.google.com/document/d/1n_vMhMpCNsvxX7rQRYqJKXWIp97BkprW/edit?usp=drivesdk&rtpof=true&sd=true,1n_vMhMpCNsvxX7rQRYqJKXWIp97BkprW,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"güvenlik,cto,görüşme",Güvenlik / Görüşme Notları,active
178,hr-organizasyon-corteqs-org-chart,HR,Organizasyon,Link,UBT,CorteQS ORG Chart,CorteQS organizasyon yapısını ve ekip rollerini gösteren dokümandır.,https://docs.google.com/document/d/1yqNw9Ok30-OEbJ7A4l6TBA0LdHWjOV9WXnf_SxOnkFg/edit?usp=drivesdk,1yqNw9Ok30-OEbJ7A4l6TBA0LdHWjOV9WXnf_SxOnkFg,Google Doc,application/vnd.google-apps.document,internal,False,IMPORT_INTERNAL_DB,"org chart,hr",HR / Organizasyon,active
179,hr-esop-ve-cap-table-ornek-esop-xlsx,HR,ESOP ve Cap Table,Link,UBT,Örnek ESOP.xlsx,ESOP veya çalışan hisse opsiyonu modeli için örnek tablo dosyasıdır.,https://docs.google.com/spreadsheets/d/1OWm0az6EIhvfJkr3_V8SeMJfK6nF8CdW/edit?usp=drivesdk&rtpof=true&sd=true,1OWm0az6EIhvfJkr3_V8SeMJfK6nF8CdW,XLSX,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,confidential,False,IMPORT_INTERNAL_DB,"esop,cap table,hr",HR,active
180,hr-esop-ve-cap-table-corteqs-captable-v2-docx,HR,ESOP ve Cap Table,Link,UBT,CorteQS_CapTable_v2.docx,CorteQS cap table yapısını anlatan ikinci versiyon dokümandır.,https://docs.google.com/document/d/1g4yLGU4k2FZ6DBt1EI0FU_Yx8BQyv_Wa/edit?usp=drivesdk&rtpof=true&sd=true,1g4yLGU4k2FZ6DBt1EI0FU_Yx8BQyv_Wa,DOCX,application/vnd.openxmlformats-officedocument.wordprocessingml.document,confidential,False,IMPORT_INTERNAL_DB,"esop,cap table,hr",HR,active
181,hr-esop-ve-cap-table-corteqs-esop-rehberi-1-pdf,HR,ESOP ve Cap Table,Link,UBT,CorteQS_ESOP_Rehberi (1).pdf,ESOP yapısı ve çalışan hisse opsiyonu modeline dair rehber PDF dosyasıdır.,https://drive.google.com/file/d/1AX0WlRRI3hTAfBWHxqRCLMnsUi80_hDN/view?usp=drivesdk,1AX0WlRRI3hTAfBWHxqRCLMnsUi80_hDN,PDF,application/pdf,confidential,False,IMPORT_INTERNAL_DB,"esop,cap table,hr",HR,active
